#          chi2            h           Omegam           OmegaK          
        29.6364        0.705099        0.295213      -0.0524006 
        29.7836        0.701828        0.321187      -0.0541404 
        31.9142        0.697305        0.322798      -0.0517059 
        31.5505        0.699505         0.34154      -0.0417432 
        32.3764        0.696825        0.348639      -0.0350395 
        30.5544        0.701036        0.356499       -0.119396 
        30.6996        0.705793        0.348606       -0.134042 
        30.3915        0.704924        0.330812      -0.0879977 
        30.2889        0.706884        0.313462      -0.0810285 
        33.7836        0.710017        0.326999       -0.102499 
        40.8455        0.713178        0.323659      -0.0849918 
        34.3774        0.710134        0.306215      -0.0548794 
        33.5506        0.706875        0.306514      -0.0167432 
          29.75        0.699865        0.298514      0.00782505 
        29.8251        0.702262        0.270465       0.0122026 
        30.3321        0.699619        0.300867       0.0311123 
        31.1636        0.704151        0.286432       0.0334473 
        32.9301        0.701188        0.272224      -0.0221033 
        31.4386        0.699891        0.355047      -0.0808147 
        30.2167        0.701382        0.345001       -0.101754 
        31.4657        0.697565        0.339972      -0.0707798 
        30.9038        0.699959        0.340962       -0.108707 
        30.8122        0.708937        0.332818       -0.148116 
        30.0209        0.705742        0.319968      -0.0850765 
        30.2684        0.702417        0.312161      -0.0811732 
        31.5432        0.709855        0.359835       -0.205731 
        31.6704        0.708734         0.37737       -0.224074 
        30.1069        0.705159        0.353813       -0.173145 
        33.4036        0.709512        0.293359       -0.141349 
        35.3645        0.715635        0.297512        -0.13273 
        35.8954        0.712331        0.287013       -0.164193 
        32.7703         0.71226        0.281275        -0.07422 
        30.4475         0.70193        0.293664      -0.0434001 
        29.7349        0.701285        0.304535      -0.0362704 
        32.4759        0.696423        0.326332       0.0268269 
        34.7409        0.692782        0.335321       0.0467096 
        33.6806        0.695528         0.35086      -0.0123706 
        34.2244        0.693389        0.341673      -0.0357742 
        31.7138        0.702193        0.333406      -0.0410966 
        32.3128        0.693994        0.303964       0.0545654 
        29.7662        0.701133        0.258481       0.0510435 
        29.5163        0.702461        0.247653        0.101323 
        30.2193        0.703949        0.265725       0.0635444 
        30.8238        0.699145        0.221842        0.132041 
        29.4305        0.701792        0.217382        0.152848 
        29.7419        0.701562        0.256923       0.0499287 
        29.3024         0.70231        0.271401       0.0354821 
         31.809        0.695478         0.32008        0.015777 
        30.7446        0.699122        0.310686       0.0198542 
        30.9685        0.702929        0.289069       -0.053484 
        29.8069        0.702752        0.325053      -0.0689246 
        29.5264         0.70277        0.293178      -0.0277467 
        30.3733        0.699919        0.300241       0.0319469 
        30.1774        0.703244         0.32222      -0.0534073 
        29.9027        0.701273        0.322766      -0.0701911 
        30.1438        0.706806        0.342058       -0.156392 
        31.8892        0.704019        0.379168       -0.164968 
        30.1599        0.702488        0.351489       -0.128808 
        29.9377        0.702907        0.299962      -0.0560244 
        29.9643        0.704869        0.284556       -0.042805 
        30.5778        0.701317         0.30468      -0.0593676 
        29.9455        0.704164        0.333484      -0.0989856 
        30.2552        0.707699        0.318769       -0.129458 
        32.4898        0.709603        0.310325       -0.167677 
         30.191        0.704577        0.342648       -0.118042 
        30.2367        0.703467        0.331451      -0.0764452 
        33.1729        0.710148        0.293981      -0.0441215 
        33.1404        0.712682        0.274563      -0.0656363 
        34.6814        0.704483         0.24381     -0.00881731 
        32.8368        0.703435        0.260392      -0.0196255 
        30.5094        0.708548        0.298069      -0.0828446 
        29.9655        0.704873        0.321845      -0.0783343 
         30.932         0.69977         0.34047       -0.105166 
        30.6063        0.708123        0.309737      -0.0873601 
         30.371         0.70427        0.340126       -0.102814 
        31.1683         0.70601        0.358144       -0.149654 
        33.6926        0.708002        0.367762       -0.162953 
        33.9788         0.70444         0.36721       -0.256832 
        33.4976        0.708107        0.405816       -0.253506 
        32.7968        0.705627        0.384143       -0.288873 
